login,CUSTOMER_ID,type,ANNOS,CAPTURE_DATE,MARKETPLACE_ID,ORDER_ID,order_datetime,CONDITION,ORD_TOT,model_name,pred_risk,bctry_cd,cctry_cd,sctry_cd,ictry_cd,emaildomain,paymeth,gls,asins,avs,isfba,hasprime,seg,fastlane,scid,comp_dayob,numitem,fingerprint,CLUSTER_AFN_ORDER_COUNT_03M,CLUSTER_AFN_ORDER_COUNT_12M,CLUSTER_AFN_ORDER_AMOUNT_03M,CLUSTER_AFN_ORDER_AMOUNT_12M,CUSTOMER_MFN_ORDER_COUNT_03M,CUSTOMER_MFN_ORDER_COUNT_12M,CUSTOMER_MFN_ORDER_AMOUNT_03M,CUSTOMER_MFN_ORDER_AMOUNT_12M,CUSTOMER_MFN_SI_12M,CUSTOMER_MFN_SI_03M,CLUSTER_DNR_SI_12M,CLUSTER_DNR_SI_03M,CLUSTER_SINS_12M,CLUSTER_SINS_03M,STATUS,unique_id,report_generation_date,ONR
abc,979007438302,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,111-9903237-3123442,2024-11-24T15:14:48,3,47.57,tier1,0.8453745965749517,US,HU,US,,gmail.com,CC,309,B09YT1LCNN,,1.0,1.0,7.0,1.0,608808520.0,0.0,1.0,OUDrWMO9DMervQUy0pGf4w==,35.0,92.0,645.33,1503.14,0.0,0.0,0.0,0.0,-1.0,-1.0,1.196828,0.0,0.0,0.0,N,c7db8743108c902baec17b8bab3d7e53,2024-11-24 00:00:00.000,0
abc,978836754602,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,113-0573694-7970658,2024-11-24T09:49:22,4,81.5,tier1,0.6772051395745439,US,US,US,,gmail.com,CC,194,B0CRMR45S2,,1.0,1.0,7.0,1.0,608808520.0,0.0,1.0,OCKbyiBBy0BeXkBbSSHy1A==,5.0,11.0,131.97,344.8,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,9c7a9441b5eb5a67b069a379c5f38a26,2024-11-24 00:00:00.000,0
abc,979069737102,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,113-2490219-2502628,2024-11-24T19:46:51,3,507.68,tier2,0.7115839362590528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,5c39c8fe19d3de187aba394e20f657c0,2024-11-24 00:00:00.000,0
abc,978992580202,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-0748258-5423426,2024-11-24T16:23:54,3,31.57,tier1,0.4111810635327071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,833e0a91177d4ee675b95e38468fdc7e,2024-11-24 00:00:00.000,0
abc,879384922602,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,1,113-3474549-6038616,2024-11-24T22:31:19,3,32.63,tier1,0.4186011436349693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,d50cb1dd11759c2181e2b2e906e40a07,2024-11-24 00:00:00.000,0
abc,975996797102,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,114-7298530-0972258,2024-11-24T20:32:13,5,76.03,tier1,0.8929359987206675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,32e730cd4acabc1175794c3d7f7f5e08,2024-11-24 00:00:00.000,0
abc,9483642705,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,1,113-2512359-9406662,2024-11-24T18:49:33,3,1755.99,tier2,0.7000557622719767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,e3ce114c462779ce24ada94ee056acfb,2024-11-24 00:00:00.000,0
abc,975526437502,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,113-5513506-5844204,2024-11-24T17:52:52,3,19.52,tier3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,5384a932cc9c02faebbed33fe978286d,2024-11-24 00:00:00.000,0
abc,900133931902,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-1555463-8893034,2024-11-24T05:26:24,3,90.98,tier1,0.7751653313691266,US,US,US,US,outlook.com,CC,121,B0BLDRVR7J,I3,1.0,0.0,4.0,1.0,182581100002.0,106.469606,1.0,YIA9HhUkaL3ANCP+ZPQ/uQ==,0.0,0.0,0.0,0.0,2.0,2.0,1.35,1.35,0.0,0.0,-1.0,-1.0,-1.0,-1.0,N,64fb1afeb13302413fedc30026fa87ff,2024-11-24 00:00:00.000,0
abc,979234364602,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,112-0623051-9640259,2024-11-24T23:07:13,3,39.02,tier1,0.3738080967616862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,a9bfd7fb62f6073fc185f3cd7a7871d9,2024-11-24 00:00:00.000,0
abc,978865490502,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,111-6502183-7501049,2024-11-24T10:44:01,3,24.54,tier1,0.6885810758975701,US,,US,,stanford.edu,GC,147,B07QD6R5L7,,1.0,1.0,1.0,1.0,608808520.0,0.0,1.0,NP0ZyxyEM92TrJaTrIMPMg==,3.0,17.0,186.01,747.1,0.0,0.0,0.0,0.0,-1.0,-1.0,31.823049,71.786462,0.0,0.0,N,ea1cef3ca04af31bb84ceeb6ebde72ef,2024-11-24 00:00:00.000,0
abc,825646368602,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,111-2014847-5570654,2024-11-24T10:12:09,3,46.57,tier1,0.5002160429479982,US,US,US,,outlook.com,CC,"197,468","B0C57W3ZZY,B0CRMZQ83R",,1.0,0.0,7.0,1.0,608808520.0,0.0,2.0,,10.0,35.0,222.01,976.89,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,9ad7063713fbbfaa19e853660838b572,2024-11-24 00:00:00.000,0
abc,978477671302,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,114-3918346-9803427,2024-11-24T07:43:59,3,61.78,tier3,1.0,US,US,US,,,CC,"107,147","B09F6G7MB4,B0BN3PHRVZ,B0D9PYSPDS",I1,1.0,0.0,1.0,1.0,635033712302.0,0.0,3.0,4fk4JBkYfI1OXuBSkpBuzQ==,39.0,162.0,1657.27,7364.27,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,25d3b0dce9d3be53b1a9173c748bb792,2024-11-24 00:00:00.000,0
abc,958972245202,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-6444246-6547417,2024-11-24T10:49:46,4,19.31,tier1,0.6821630046927598,US,US,US,US,outlook.com,CC,263,B0CPVWYGNF,I3,1.0,1.0,7.0,1.0,464346325602.0,22.592684,1.0,,8.0,9.0,365.82,406.82,0.0,0.0,0.0,0.0,-1.0,-1.0,28.476968,31.66858,0.0,0.0,N,2923d908cef0bd9d50420089b5bc0394,2024-11-24 00:00:00.000,0
abc,959864411102,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,113-6875668-9602618,2024-11-24T14:31:51,3,22.39,tier1,0.5831454250969156,US,US,US,,hotmail.com,CC,325,B00N0H17N4,,1.0,0.0,7.0,1.0,608808520.0,24.054505,1.0,84n5op2Sx9ilmSkfl1RhBA==,4.0,4.0,173.77,173.77,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,4f1ea80c4c179aca0c281af909860067,2024-11-24 00:00:00.000,0
abc,978482574102,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,111-8216025-0817843,2024-11-24T17:34:43,3,649.47,tier2,0.827486985137677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,3872b34fb0e014bf85608a159eeba166,2024-11-24 00:00:00.000,0
abc,968320346302,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-8531865-2864212,2024-11-24T12:51:17,3,1860.06,tier2,0.8457063194860791,US,KR,US,,gmail.com,CC,147,B0DLHDJH98,I3,1.0,1.0,1.0,1.0,608808520.0,11.644392,1.0,hKmtDxjqYoHu7PukiKuviA==,18.0,26.0,1929.4,2243.28,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,e47126bd98350dc0b2cfdc29fb042879,2024-11-24 00:00:00.000,0
abc,857005900,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,1,113-3584130-2317044,2024-11-24T15:08:09,3,288.75,tier2,0.7084149992364924,EG,EG,US,,gmail.com,CC,107,"B0872RLX6Z,B0D1MM4NS7,B0D1ZFS9GH",N2,1.0,1.0,4.0,1.0,608808520.0,5740.007907,3.0,OUDrWMO9DMervQUy0pGf4w==,0.0,13.0,0.0,1348.79,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,N,c4b7ea3233f6fe22e993d90570d020a1,2024-11-24 00:00:00.000,0
abc,940555666,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,7,702-0336023-6488256,2024-11-24T20:13:51,20,3824.47,tier2,0.907875583102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,cc2153c9e7e922d581bc108b62fbc4e6,2024-11-24 00:00:00.000,0
abc,978294636602,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,112-1583485-1789834,2024-11-24T09:19:32,3,294.87,tier2,0.7048944138823656,US,US,US,,,CC,147,B0BJLCWFNM,I8,1.0,1.0,1.0,1.0,608808520.0,0.0,1.0,e3/1XwQiIj9FWIFi0mqjqA==,3.0,11.0,244.97,1002.35,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,05110eb99332a03db0a0408d6f487317,2024-11-24 00:00:00.000,0
abc,978873373202,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-5881455-6628217,2024-11-24T11:06:10,3,63.38,tier1,0.8578880319276595,SA,TR,SA,ES,gmail.com,CC,201,B0BN3Q6JX2,,1.0,0.0,6.0,1.0,537851774702.0,0.0,1.0,OUDrWMO9DMervQUy0pGf4w==,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,I,ba02a31a2d51b226db9f223571c144d6,2024-11-24 00:00:00.000,0
abc,932316156102,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,7,702-9972871-3340260,2024-11-24T19:50:01,20,3911.27,tier2,0.870687395845837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,1cfeed93400c8069824c7fd4695f18ca,2024-11-24 00:00:00.000,0
abc,975338647602,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,112-0188838-6809028,2024-11-24T19:45:44,3,36.05,tier3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,68cf28415d75a4f26b41749e5b90f508,2024-11-24 00:00:00.000,0
abc,979145230202,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-4675470-5814647,2024-11-24T19:37:19,3,19.17,tier1,0.5852403075064024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0bb285280588c6ef56e49fdc8be7c53b,2024-11-24 00:00:00.000,0
abc,978960364202,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,112-0670376-3523407,2024-11-24T14:45:04,3,16.71,tier3,1.0,US,US,US,,gmail.com,CC,"107,229","B07PRBJTFT,B08MBFPFCQ",,1.0,1.0,7.0,1.0,19807463215.0,0.0,2.0,KNcPXndoC7pnH8rgm0xRvg==,11.0,19.0,774.4,1763.66,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,1f643af8e74f6a0613cf35771d12b148,2024-11-24 00:00:00.000,0
abc,977013727102,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-1273016-3104202,2024-11-24T15:46:51,3,701.99,tier2,0.8842394441808359,US,US,US,US,gmail.com,CC,107,B0BYFBL29P,I3,1.0,1.0,1.0,1.0,608808520.0,0.0,1.0,tQFCtbQ5U4UHTCGHZJuf6w==,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,N,1071aca30eb56d95d65e248b13c923fe,2024-11-24 00:00:00.000,0
abc,129857426,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,7,702-0560787-2931443,2024-11-24T18:35:37,20,8054.24,tier2,0.8859983445233643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,79f1b6e0a71780305c209b928f9940ec,2024-11-24 00:00:00.000,0
abc,374852186902,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,113-2320859-6426627,2024-11-24T13:05:45,24,307.43,tier2,0.7116529223555654,US,US,US,,gmail.com,CC,147,"B08Y1Q2KSZ,B0CWHYV27D",I1,1.0,0.0,1.0,1.0,608808520.0,0.0,2.0,W+yCisLVO2eZPFdq7uYQ8g==,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,N,e9886135770ff3c5d9315be68576fc24,2024-11-24 00:00:00.000,0
abc,7098861512,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,111-2855271-2329057,2024-11-24T15:23:58,3,48.47,tier1,0.9073642223765525,US,US,US,US,gmail.com,CC,"147,196","B08B4G39ZV,B0BKGM89L5",I3,1.0,0.0,1.0,1.0,547311409402.0,31.915613,2.0,,19.0,51.0,1607.13,3333.21,0.0,0.0,0.0,0.0,-1.0,-1.0,1.379151,2.860378,0.0,0.0,N,fa7f8cb483cc634d3bdd89612363cb57,2024-11-24 00:00:00.000,0
abc,976251318002,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,112-6178829-2897828,2024-11-24T10:17:49,3,98.97,tier1,0.6548240033081055,US,US,US,US,outlook.com,CC,465,B0BP9SNVH9,I3,1.0,1.0,7.0,1.0,608808520.0,3.882581,3.0,Qh1R8wY1dVmYqSiVEDTVYA==,11.0,18.0,1720.92,4046.59,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,9452ed62f43aa6c662c1230432015860,2024-11-24 00:00:00.000,0
abc,375776009802,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-6308991-5562610,2024-11-25T00:13:37,3,475.99,tier2,0.818781111970685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,4ccebb011b0424aa939aa757bc29da07,2024-11-24 00:00:00.000,0
abc,978775689102,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,114-6354137-5546635,2024-11-24T07:36:54,4,66.9,tier1,0.8484703319830639,US,US,US,US,gmail.com,CC,147,B0CYZHC69C,,1.0,1.0,1.0,1.0,38485940905.0,0.0,1.0,8jgpXvp0m7s2eVY3KmX1/w==,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,N,2f3f66641fd895cd3ce8b10f5388b1d4,2024-11-24 00:00:00.000,0
abc,894713912902,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,1,114-9943676-8283404,2024-11-24T19:38:22,3,928.4,tier2,0.7354377136917543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,b9c1f38c683c29d0ef35ba6037b1a973,2024-11-24 00:00:00.000,0
abc,978764070402,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-8641356-5443450,2024-11-24T09:52:18,3,539.94,tier2,0.896634772054696,TT,TT,US,TT,gmail.com,CC,"23,60,107,198,451","B00LB7REBE,B09B8V1LZ3,B09B93ZDG4,B09B94RL1R,B09BG9B2JQ,B0B2ZYHJKP,B0CFDPQXN4,B0CG5VDC8P,B0D54JZTHY,B0D84CQYBT,B0DGJ5L6FV",,1.0,1.0,1.0,1.0,608808520.0,0.0,13.0,1GfwogXI39MWqBruREZgpw==,2.0,18.0,125.96,1276.33,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,3cb8fe28bc108beb35cbfd7d8e0f4427,2024-11-24 00:00:00.000,0
abc,16812183805,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,1,111-9428105-7917028,2024-11-24T00:59:57,3,598.52,tier2,0.7837294987533754,US,IN,US,,gmail.com,CC,107,B0D7HV2PC9,IU,1.0,0.0,4.0,0.0,608808520.0,352.081258,1.0,OUDrWMO9DMervQUy0pGf4w==,6.0,14.0,316.43,993.16,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,2219d8a1659144b672152aac8ae6a49e,2024-11-24 00:00:00.000,0
abc,847349072412,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,4,028-4859555-3604301,2024-11-24T21:08:08,20,2885.27,tier1,0.8369046694222044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,215a89a4faaa69cab393ce79d59fadee,2024-11-24 00:00:00.000,0
abc,979033470902,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,112-5434616-5997830,2024-11-24T16:33:07,3,336.83,tier2,0.7346150120256303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0ea51fb60e8f3135c950cdc34b04bf72,2024-11-24 00:00:00.000,0
abc,12008126725,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,5,408-0532204-4191548,2024-11-24T15:52:15,4,4705.99,tier2,0.6035044137266513,GB,GB,FR,,,CC,147,B0DLHWX4T6,I3,1.0,0.0,4.0,1.0,11.0,3433.872954,1.0,hKmtDxjqYoHu7PukiKuviA==,,,,,,,,,,,,,,,N,c6c19aae0f574f6dda75029269e788e5,2024-11-24 00:00:00.000,0
abc,978829229002,,ARM QUEUING: Please evaluate the accounts for tt/d141997345,2024-11-24 00:00:00.000,7,702-9149520-9773801,2024-11-24T10:48:54,20,3298.93,tier2,0.9461398248629916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,4916c105f5e5514d74a030afbb5c75c2,2024-11-24 00:00:00.000,0
abc,978693136702,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-3640743-2760239,2024-11-24T16:35:29,3,26.0,tier1,0.677248227951004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,d47b6a458e82115882eef21e697e45e3,2024-11-24 00:00:00.000,0
abc,978960621202,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,111-0607149-5830650,2024-11-24T13:53:06,3,166.37,tier3,1.0,US,US,US,,outlook.com,CC,201,B003VWXZKG,,1.0,1.0,3.0,1.0,608808520.0,0.0,1.0,Qe+DzxYPvLKQN2h7CBZD5w==,57.0,199.0,1099.29,5240.22,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,61bbb5849f7c63a96d6bdaf042c75485,2024-11-24 00:00:00.000,0
abc,978938231602,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,114-7780308-0212266,2024-11-24T14:40:23,20,307.03,tier2,0.7143040196565175,,,,,,,,,,,,,,,,,,12.0,37.0,587.42,2155.52,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,I,4a74f01a45e149e8d203d4d6b0a7d560,2024-11-24 00:00:00.000,0
abc,971566551202,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,113-7224542-4889058,2024-11-24T05:25:26,3,60.96,tier1,0.8732489590537077,US,DO,US,,gmail.com,CC,465,B08C1W5N87,,1.0,0.0,7.0,1.0,608808520.0,6.495811,3.0,,76.0,124.0,5776.48,10930.06,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,N,f783768c65ea6497af970aa2e66fc97a,2024-11-24 00:00:00.000,0
abc,974737552702,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,111-1397776-4845042,2024-11-18T19:51:55,3,474.58,tier2,0.8568178454767766,US,HN,US,,gmail.com,CC,"23,63,193,263,468","B089T6VJVT,B0C4PF34XF,B0CG37RFMH,B0CSSS7XTY,B0CTBCDD6D,B0CTCHW6B2,B0CTM7S712,B0CXHTKQC7,B0CXJ9Y5S2,B0CZHJMX84,B0D41GQN61,B0D425WQGY,B0D8KXR131,B0D93T9D28,B0DL6BLPLV",IU,1.0,1.0,1.0,1.0,608808520.0,0.0,15.0,t8y+3TxiB9tR7bhpseenYA==,63.0,368.0,5700.88,31574.79,2.0,2.0,69.5,69.5,0.0,0.0,0.50667,2.806233,0.0,0.0,N,f0ce554586c71bec9f6ded37b83aac1b,2024-11-24 00:00:00.000,0
abc,707007079012,,ARM QUEUING: Please evaluate the accounts for tt/d113007432,2024-11-24 00:00:00.000,1,112-6705455-9801023,2024-11-24T17:13:39,20,1357.14,tier2,0.7001628700726104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,12e5a6760b3b04485cc8955b490f417e,2024-11-24 00:00:00.000,0
abc,978947815302,,ARM QUEUING: Please evaluate the accounts for tt/d139889713,2024-11-24 00:00:00.000,1,111-6453535-9737817,2024-11-24T17:56:17,16,60.35,tier3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,44fe44dd87b3c561798419598d45963a,2024-11-24 00:00:00.000,0
